Car_Make,Car_Model,Year,Kms_Driven,Engine_Oil_Change,Brake_Pad_Change,Transmission_Fluid_Change,Tire_Rotation,Spark_Plug_Change,Maintenance_Required
Ford,EcoSport,2014,45000,6000,27000,40000,23000,45000,Presence
Toyota,InAbsenceva,2019,52000,5800,24000,37000,22000,43000,Presence
Hyundai,Venue,2021,10000,4500,25000,65000,5000,85000,Absence
Mahindra,TUV300,2019,35000,5500,28000,42000,23000,46000,Absence
Mahindra,Thar,2016,55000,6000,50000,100000,20000,120000,Absence
Maruti Suzuki,Alto K10,2010,68000,5800,58000,105000,33000,125000,Absence
Hyundai,Xcent Prime,2019,26000,5100,26000,40000,21000,43000,Absence
Honda,WR-V,2018,28000,4900,23000,35000,19000,40000,Presence
Mahindra,KUV100 NXT,2017,42000,6900,38000,55000,32000,60000,Presence
Nissan,Micra,2015,40000,5800,28000,41000,24000,47000,Presence
Renault,Kwid,2017,38000,6500,31000,48000,26000,50000,Presence
Honda,CR-V,2010,85000,7500,36000,55000,35000,64000,Presence
Volkswagen,Polo,2017,42000,6800,34000,51000,29000,55000,Presence
Maruti Suzuki,Celerio,2022,36000,2400,24000,50000,1000,70000,Presence
Hyundai,Santro,2019,33000,6000,32000,46000,27000,51000,Presence
Maruti Suzuki,Celerio,2020,23000,5100,27000,41000,22000,45000,Presence
Mahindra,KUV100,2012,75000,8500,75000,125000,45000,145000,Absence
Toyota,Corolla,2017,35000,5200,20000,32000,17000,39000,Presence
Mahindra,Alturas G4,2019,24000,5200,27000,41000,22000,45000,Absence
Maruti Suzuki,Swift,2014,42000,6900,34000,51000,29000,55000,Presence
Maruti Suzuki,Celerio,2018,30000,5200,26000,40000,21000,43000,Absence
Mahindra,Verito,2020,8000,4500,35000,85000,5000,105000,Absence
Renault,Koleos,2021,16000,4800,23000,35000,20000,41000,Presence
Mahindra,XUV300,2020,18000,4800,23000,36000,19000,40000,Presence
Maruti Suzuki,Wagon R,2010,90000,9500,85000,135000,55000,155000,Presence
Maruti Suzuki,Ignis,2018,32000,5900,31000,45000,26000,50000,Presence
Tata,Nexon,2017,51000,3900,39000,75000,14000,95000,Absence
Maruti Suzuki,Swift Dzire,2018,48000,3600,36000,70000,12000,90000,Presence
Ford,EcoSport,2015,46000,7200,34000,51000,29000,55000,Presence
Mahindra,TUV300 Plus,2020,20000,4800,23000,36000,19000,41000,Presence
Maruti Suzuki,Swift Dzire,2018,43000,3200,32000,64000,8000,84000,Absence
Tata,Altroz,2019,28000,5200,27000,42000,22000,46000,Presence
Nissan,Micra,2014,38000,6500,32000,49000,27000,52000,Presence
Volkswagen,Polo,2017,44000,6800,34000,51000,29000,55000,Presence
Maruti Suzuki,Dzire,2020,21000,4600,21000,33000,18000,39000,Presence
Mahindra,Marazzo,2018,27000,5300,27000,41000,22000,45000,Absence
Lexus,RX,2018,28000,5800,27000,40000,21000,43000,Presence
Tata,Safari,2021,30000,3500,25000,75000,500,95000,Absence
Mahindra,Verito Vibe,2012,62000,5200,52000,95000,27000,115000,Absence
Tata,Safari,2021,39000,2700,27000,55000,2000,75000,Absence
Volkswagen,Vento,2019,25000,4900,22000,35000,20000,43000,Presence
Toyota,Corolla,2017,30000,5800,27000,43000,24000,46000,Presence
Maruti Suzuki,BaleAbsence,2014,58000,4700,47000,89000,23000,109000,Presence
Toyota,Etios,2017,35000,5500,24000,36000,20000,43000,Presence
Ford,EcoSport,2016,48000,7200,35000,54000,29000,54000,Presence
Maruti Suzuki,Swift,2010,95000,9500,85000,135000,55000,155000,Absence
Maruti Suzuki,Vitara Brezza,2018,50000,5100,41000,80000,16000,100000,Presence
Tata,Indigo,2012,35000,5500,26000,38000,22000,45000,Presence
Mahindra,TUV300 Plus,2015,50000,7800,45000,65000,40000,73000,Presence
Renault,Kwid,2022,8000,3800,16000,27000,13000,42000,Absence
Maruti Suzuki,BaleAbsence,2014,65000,6000,55000,110000,30000,130000,Presence
Tata,Zest,2017,32000,5700,28000,42000,23000,45000,Absence
Maruti Suzuki,Swift,2010,85000,9000,80000,130000,50000,150000,Absence
Hyundai,Grand i10 Nios,2020,20000,4700,24000,37000,19000,41000,Absence
Porsche,Panamera,2017,32000,6200,28000,42000,22000,45000,Presence
Hyundai,i10,2013,38000,5400,25000,38000,22000,42000,Presence
Maruti Suzuki,Swift,2014,42000,6900,35000,53000,30000,57000,Presence
Tata,Safari,2021,41000,4200,32000,65000,7000,85000,Presence
Hyundai,Creta,2019,10000,5000,40000,90000,10000,110000,Presence
Ford,Endeavour,2019,33000,5200,24000,37000,21000,42000,Presence
Toyota,Corolla,2015,48000,7200,33000,51000,28000,54000,Presence
Hyundai,Santro,2010,35000,5200,25000,39000,21000,44000,Presence
Ford,Figo,2019,32000,5400,23000,37000,21000,41000,Presence
Mahindra,Xylo,2013,35000,5600,27000,39000,22000,45000,Presence
Tata,Tiago,2018,43000,7000,39000,56000,33000,62000,Presence
Volkswagen,Polo,2016,42000,6800,32000,49000,27000,52000,Presence
Renault,Kwid,2017,28000,5100,25000,38000,21000,42000,Presence
Volkswagen,Golf,2011,42000,5500,28000,41000,23000,45000,Presence
Mahindra,Scorpio,2022,8000,4000,20000,60000,3000,80000,Absence
Tata,Bolt,2017,30000,5500,28000,42000,23000,46000,Absence
Hyundai,Grand i10 Nios,2018,40000,6700,36000,53000,30000,58000,Presence
Volkswagen,Polo,2016,42000,6800,33000,50000,28000,54000,Presence
Tata,Altroz,2021,37000,2600,26000,54000,2000,74000,Presence
Mahindra,Thar,2020,38000,2800,28000,55000,3000,75000,Absence
Hyundai,Venue,2019,45000,3300,33000,65000,9000,85000,Presence
Maruti Suzuki,BaleAbsence,2014,56000,4600,46000,85000,21000,105000,Absence
Hyundai,Grand i10,2017,42000,5600,25000,38000,22000,41000,Presence
Tata,Safari,2021,5000,4000,30000,80000,1000,100000,Presence
Maruti Suzuki,Ertiga,2010,85000,9000,80000,130000,50000,150000,Absence
Maruti Suzuki,Celerio,2014,55000,7500,65000,115000,35000,135000,Absence
Volkswagen,Polo,2018,28000,5300,22000,34000,19000,37000,Presence
Tata,Nexon,2013,70000,6500,60000,115000,35000,135000,Presence
Tata,Indica Vista,2011,90000,9500,75000,115000,55000,135000,Absence
Ford,EcoSport,2016,42000,6900,33000,50000,28000,54000,Presence
Tata,Altroz,2023,5000,3500,15000,55000,1000,75000,Absence
Jaguar, XF,2014,45000,6700,30000,47000,25000,50000,Presence
Maruti Suzuki,Dzire,2018,45000,5000,40000,90000,10000,110000,Absence
Maruti Suzuki,Swift Dzire,2018,46000,3500,35000,69000,11000,89000,Absence
Mercedes-Benz,S-Class,2017,30000,6500,28000,42000,23000,45000,Presence
Tata,Indica Vista,2013,65000,8000,70000,120000,40000,140000,Absence
Audi,A8,2015,35000,6200,28000,43000,24000,47000,Presence
Maruti Suzuki,Wagon R,2010,67000,5600,56000,104000,32000,124000,Absence
Mahindra,XUV500,2020,8000,4500,35000,85000,5000,105000,Presence
Tata,Nexon,2021,12000,4700,21000,32000,17000,37000,Presence
Lexus,LS,2018,25000,5800,27000,40000,21000,43000,Presence
Renault,Duster,2019,28000,5000,22000,33000,18000,41000,Presence
Mahindra,XUV300,2020,18000,4900,23000,36000,19000,40000,Presence
Maruti Suzuki,BaleAbsence,2018,28000,5400,27000,41000,22000,45000,Absence
Maruti Suzuki,Celerio,2017,45000,7200,40000,58000,35000,65000,Presence
Nissan,Sentra,2022,9000,4600,22000,34000,19000,43000,Absence
Honda,Amaze,2012,55000,6600,30000,44000,25000,48000,Presence
Honda,City,2018,40000,5500,21000,33000,18000,38000,Presence
Tata,Tigor,2013,63000,5100,51000,95000,26000,115000,Absence
Mahindra,Marazzo,2018,20000,6000,40000,80000,20000,100000,Absence
Nissan,Kicks,2020,21000,4700,23000,36000,20000,42000,Presence
Maruti Suzuki,S-Presso,2019,24000,5200,26000,40000,21000,43000,Absence
Tata,Zest,2015,50000,7500,55000,95000,35000,115000,Absence
Hyundai,Grand i10,2015,55000,4400,44000,84000,20000,104000,Presence
Mahindra,Verito,2012,64000,5300,53000,99000,29000,119000,Absence
Maruti Suzuki,Alto,2015,42000,7000,36000,52000,30000,58000,Presence
Kia,Seltos,2020,15000,5200,26000,40000,22000,48000,Presence
Mahindra,Verito,2010,100000,10000,80000,120000,60000,140000,Absence
Mahindra,TUV300 Plus,2018,28000,5600,29000,43000,24000,48000,Presence
Tata,Tiago,2013,59000,4900,49000,90000,24000,110000,Absence
Maruti Suzuki,Swift,2019,25000,5000,20000,30000,15000,40000,Absence
Tata,Tigor,2019,26000,5300,27000,41000,22000,45000,Absence
Hyundai,Verna,2019,26000,5300,27000,41000,22000,45000,Absence
Mahindra,TUV300,2016,55000,6000,50000,100000,20000,120000,Absence
Honda,Amaze,2017,36000,6200,30000,46000,25000,51000,Presence
Renault,Captur,2013,35000,5300,26000,38000,21000,44000,Presence
Tata,Tigor,2017,49000,3800,38000,74000,14000,94000,Presence
Mahindra,XUV500,2016,55000,5000,45000,100000,20000,120000,Presence
Hyundai,Venue,2019,43000,3200,32000,64000,8000,84000,Presence
Mahindra,KUV100,2016,35000,5800,29000,44000,24000,47000,Absence
Nissan,Micra,2014,45000,7000,33000,51000,28000,52000,Presence
Renault,Kwid,2015,46000,7500,38000,54000,32000,59000,Presence
Hyundai,Xcent,2015,60000,6500,55000,105000,25000,125000,Absence
Mahindra,Alturas G4,2018,27000,5400,28000,42000,23000,46000,Absence
Maruti Suzuki,Alto K10,2013,72000,6800,33000,50000,32000,58000,Presence
Tata,Safari Storme,2018,29000,5500,28000,42000,23000,46000,Absence
Maruti Suzuki,Swift,2014,48000,6900,34000,51000,29000,55000,Presence
Maruti Suzuki,BaleAbsence,2014,62000,6300,53000,100000,28000,120000,Presence
Maruti Suzuki,Swift Dzire,2018,15000,5500,45000,95000,15000,115000,Presence
Hyundai,Elite i20,2017,40000,5800,29000,44000,24000,47000,Absence
Tata,Tiago,2019,25000,5200,26000,40000,21000,43000,Presence
Hyundai,Grand i10 Nios,2020,20000,4800,23000,37000,19000,42000,Presence
Hyundai,Grand i10 Nios,2010,64000,9200,60000,87000,54000,94000,Presence
Tata,Indica,2013,52000,6800,33000,50000,28000,54000,Presence
Toyota,Fortuner,2017,45000,5800,26000,39000,22000,43000,Presence
Honda,Civic,2018,45000,5900,25000,39000,21000,44000,Absence
Hyundai,Venue,2019,40000,2900,29000,59000,5000,79000,Absence
Hyundai,i20 Active,2019,26000,5300,27000,41000,22000,45000,Absence
Maruti Suzuki,Dzire,2018,15000,5500,45000,95000,15000,115000,Absence
Hyundai,i20,2014,48000,6800,34000,51000,29000,55000,Presence
Maruti Suzuki,BaleAbsence,2014,60000,4800,48000,90000,24000,110000,Presence
Hyundai,Venue,2019,43000,3200,32000,64000,8000,84000,Absence
Maruti Suzuki,BaleAbsence,2014,55000,4400,44000,84000,20000,104000,Absence
Maruti Suzuki,Ignis,2020,22000,4800,25000,39000,20000,42000,Absence
Tata,Altroz,2013,70000,7500,65000,115000,35000,135000,Absence
Hyundai,i10,2013,70000,8500,65000,105000,45000,125000,Absence
Maruti Suzuki,BaleAbsence,2019,22000,5100,21000,33000,17000,37000,Presence
Mahindra,Thar,2020,40000,2900,29000,59000,5000,79000,Absence
Volkswagen,Polo,2010,45000,5900,28000,41000,23000,46000,Presence
Hyundai,Eon,2011,65000,5500,55000,100000,30000,120000,Absence
Tata,Safari Storme,2012,65000,7000,34000,52000,33000,60000,Presence
Ford,EcoSport,2014,42000,6800,32000,49000,27000,52000,Presence
Maruti Suzuki,Alto,2010,85000,8000,75000,130000,50000,150000,Presence
Volkswagen,Passat,2019,35000,5400,24000,37000,21000,43000,Presence
Hyundai,Eon,2011,80000,8500,75000,125000,45000,145000,Absence
Nissan,Sunny,2015,48000,6200,29000,43000,25000,49000,Presence
Hyundai,Venue,2019,47000,4800,38000,75000,13000,95000,Presence
Hyundai,Santro,2019,40000,4500,35000,85000,5000,105000,Absence
Hyundai,i20 Active,2021,18000,4600,25000,39000,21000,43000,Presence
Hyundai,Verna,2017,32000,5400,25000,38000,21000,43000,Presence
Maruti Suzuki,Ignis,2022,3000,3500,25000,75000,500,95000,Absence
Hyundai,Santro,2014,56000,8400,52000,75000,46000,82000,Presence
Jaguar,XJ,2014,45000,6700,30000,47000,25000,50000,Presence
Tata,Safari Storme,2019,25000,5200,27000,41000,22000,45000,Absence
Maruti Suzuki,Swift,2013,55000,7200,35000,53000,30000,57000,Presence
Maruti Suzuki,BaleAbsence,2019,26000,5100,27000,41000,22000,45000,Presence
Tata,Tiago,2017,50000,5500,45000,95000,15000,115000,Absence
Mahindra,XUV300,2019,25000,5200,26000,40000,21000,43000,Presence
Tata,Altroz,2019,22000,5200,26000,40000,22000,48000,Presence
Tata,Altroz,2021,30000,2500,20000,75000,500,95000,Presence
Tata,Tiago,2013,61000,5000,50000,94000,26000,114000,Presence
Toyota,Corolla,2017,50000,7500,36000,54000,30000,57000,Presence
Tata,Tigor,2017,47000,3700,37000,70000,12000,90000,Absence
Hyundai,Grand i10 Nios,2019,23000,5000,26000,40000,21000,43000,Presence
Maruti Suzuki,Swift,2015,38000,6200,28000,44000,22000,47000,Presence
Bentley,Continental GT,2015,30000,6000,28000,42000,22000,45000,Presence
Hyundai,Santro,2011,64000,5300,53000,99000,29000,119000,Absence
Hyundai,Santro,2019,10000,5000,40000,90000,10000,110000,Absence
Tata,Aria,2017,31000,5600,29000,43000,24000,48000,Absence
Hyundai,i20 Active,2016,48000,7500,42000,61000,37000,69000,Presence
Maruti Suzuki,Swift Dzire,2012,60000,6500,28000,42000,25000,46000,Presence
Maserati,Quattroporte,2013,42000,6500,29000,44000,23000,46000,Presence
Tesla,Model S,2016,28000,5800,27000,40000,21000,44000,Presence
Honda,Amaze,2018,35000,5200,22000,34000,19000,40000,Presence
Hyundai,Venue,2015,60000,6500,55000,105000,25000,125000,Absence
Maruti Suzuki,Swift,2010,75000,7500,65000,120000,40000,140000,Presence
Hyundai,Elantra,2019,25000,5200,26000,40000,21000,43000,Absence
Hyundai,Grand i10,2015,57000,4500,45000,85000,21000,105000,Presence
Mahindra,Verito,2020,35000,4000,30000,80000,1000,100000,Absence
Tata,Altroz,2019,18000,4600,21000,33000,18000,39000,Presence
Rolls-Royce,Ghost,2018,22000,5500,26000,39000,20000,43000,Presence
Tata,Altroz,2021,5000,4000,30000,80000,1000,100000,Absence
Tata,Tiago,2013,61000,5000,50000,94000,26000,114000,Absence
Hyundai,i20,2011,80000,7500,70000,125000,45000,145000,Presence
Ford,EcoSport,2015,42000,6800,33000,50000,28000,54000,Presence
Nissan,Micra,2017,44000,7200,34000,51000,29000,55000,Presence
Tata,Tigor,2017,49000,3800,38000,74000,14000,94000,Absence
Hyundai,i20,2020,15000,4500,19000,31000,16000,39000,Absence
Maruti Suzuki,Alto,2010,95000,9500,85000,135000,55000,155000,Absence
Tata,Hexa,2017,31000,5600,28000,42000,23000,46000,Absence
Hyundai,Grand i10,2017,30000,6500,45000,85000,25000,105000,Absence
Mahindra,Quanto,2012,75000,8500,75000,125000,45000,145000,Absence
Maruti Suzuki,Swift,2019,38000,6500,35000,51000,29000,55000,Presence
Hyundai,Creta,2015,59000,6000,50000,95000,25000,115000,Presence
Tata,Altroz,2019,24000,5200,27000,42000,22000,46000,Presence
Maruti Suzuki,BaleAbsence RS,2018,28000,5300,27000,41000,22000,44000,Absence
Mahindra,Verito,2013,28000,5400,26000,37000,20000,42000,Presence
Maruti Suzuki,BaleAbsence,2014,65000,7000,60000,110000,30000,130000,Absence
Hyundai,i20,2016,48000,7200,33000,50000,28000,53000,Presence
Maruti Suzuki,Ignis,2015,54000,8200,50000,72000,44000,79000,Presence
Mahindra,KUV100,2016,52000,4100,41000,79000,17000,99000,Absence
Tata,Harrier,2021,15000,4700,22000,33000,18000,39000,Presence
Toyota,InAbsenceva Crysta,2018,32000,5600,28000,41000,24000,47000,Presence
Tata,NaAbsence,2010,30000,5000,24000,37000,20000,41000,Presence
Maruti Suzuki,Ritz,2012,80000,9000,70000,110000,50000,130000,Absence
Ford,Focus,2014,28000,5200,24000,37000,20000,42000,Presence
Mahindra,KUV100,2012,75000,8000,70000,120000,40000,140000,Absence
Renault,Kwid,2015,52000,7500,36000,56000,32000,58000,Presence
Tata,Nexon EV,2019,30000,5800,30000,44000,25000,49000,Presence
Bentley,Continental Flying Spur,2015,30000,6000,28000,42000,22000,45000,Presence
Honda,City,2016,45000,6500,30000,46000,25000,49000,Presence
Hyundai,Venue,2021,20000,10000,20000,40000,10000,30000,Absence
Maruti,Suzuki BaleAbsence,2020,40000,8000,16000,32000,8000,24000,Absence
Tata,Altroz,2019,50000,10000,25000,50000,12500,37500,Absence
Mahindra,XUV300,2018,60000,12000,24000,48000,12000,36000,Absence
Honda,Amaze,2017,70000,10000,20000,40000,10000,30000,Absence
Toyota,Fortuner,2016,80000,15000,30000,60000,15000,45000,Presence
Ford,Aspire,2015,90000,10000,25000,50000,12500,37500,Absence
Renault,Duster,2014,100000,20000,40000,80000,20000,60000,Presence
Kia,Sonnet,2021,30000,15000,30000,60000,15000,45000,Presence
MG,ZS EV,2020,20000,10000,20000,40000,10000,30000,Absence
Maruti,Suzuki Swift,2010,75000,10000,30000,60000,15000,45000,Presence
Hyundai,i20,2012,60000,12000,24000,48000,12000,36000,Absence
Tata,NaAbsence,2013,30000,5000,15000,30000,10000,25000,Absence
Mahindra,Scorpio,2014,90000,15000,30000,60000,15000,45000,Presence
Honda,City,2015,80000,10000,20000,40000,10000,30000,Absence
Toyota,InAbsenceva,2016,100000,20000,40000,80000,20000,60000,Presence
Ford,EcoSport,2017,70000,10000,25000,50000,12500,37500,Absence
Renault,Kwid,2018,40000,8000,16000,32000,8000,24000,Absence
Kia,Seltos,2019,50000,10000,20000,40000,10000,30000,Absence
MG,Hector,2020,30000,15000,30000,60000,15000,45000,Presence
Hyundai,Creta,2020,40000,8000,16000,32000,8000,24000,Absence
Maruti,Suzuki Ertiga,2019,50000,10000,25000,50000,12500,37500,Absence
Tata,Harrier,2018,60000,12000,24000,48000,12000,36000,Absence
Mahindra,Thar,2017,70000,10000,20000,40000,10000,30000,Absence
Honda,WR-V,2016,80000,15000,30000,60000,15000,45000,Presence
Toyota,Yaris,2015,90000,10000,25000,50000,12500,37500,Absence
Ford,Endeavour,2014,100000,20000,40000,80000,20000,60000,Presence
Renault,Triber,2020,30000,15000,30000,60000,15000,45000,Presence
Kia,Carnival,2019,20000,10000,20000,40000,10000,30000,Absence
MG,Gloster,2021,10000,5000,10000,20000,5000,15000,Absence
Volkswagen,Polo,2017,45000,7500,15000,30000,7500,22500,Absence
Skoda,Rapid,2018,55000,10000,20000,40000,10000,30000,Absence
Nissan,Magnite,2020,25000,12500,25000,50000,12500,37500,Absence
Chevrolet,Beat,2014,70000,10000,20000,40000,10000,30000,Absence
Hyundai,Verna,2016,65000,10000,25000,50000,12500,37500,Absence
Audi,A3,2019,30000,10000,20000,40000,10000,30000,Absence
BMW,3 Series,2018,40000,8000,16000,32000,8000,24000,Absence
Mercedes-Benz,C-Class,2017,50000,10000,25000,50000,12500,37500,Absence
Jaguar,XE,2016,60000,12000,24000,48000,12000,36000,Absence
Volvo,S60,2015,70000,10000,20000,40000,10000,30000,Absence
