Car_Make,Car_Model,Year,Kms_Driven,Engine_Oil_Change,Brake_Pad_Change,Transmission_Fluid_Change,Tire_Rotation,Spark_Plug_Change,Maintenance_Required
Maruti,Amaze,2023,176084,98659,121265,140589,202691,105473,Presence
Maruti,Carnival,2022,6703,6311,19794,44003,15849,20797,Presence
Mahindra,Carnival,2020,30999,9285,62178,28991,27279,22582,Presence
Maruti,City,2019,8873,8092,21379,44411,26234,24352,Presence
Mahindra,NaAbsence,2017,35760,9979,62656,96562,27815,32225,Absence
Maruti,Carnival,2022,14118,77800,17484,142367,44148,64726,Absence
Tata,Creta,2021,37727,22446,33362,50422,15835,21951,Absence
Renault,Ghibli,2022,20768,25749,32487,28130,24847,33785,Presence
Hyundai,NaAbsence,2023,30131,27307,87859,47306,15770,24196,Presence
Mahindra,Venue,2020,25863,9898,124609,123351,159854,109751,Absence
Hyundai,EtiosLiva,2021,8594,11158,33104,41528,33291,35310,Absence
Kia,XE,2013,6537,12150,16956,21646,32599,34530,Presence
Tata,Carnival,2013,17308,95490,62181,158442,10357,52812,Presence
Tata,KUV100,2020,21274,9440,21176,27342,29154,15717,Presence
Toyota,Creta,2019,173290,9867,146269,87493,120109,82675,Presence
Maruti,i20Active,2020,9576,12930,36262,58358,31633,19661,Presence
Hyundai,i20,2012,36593,9866,149583,26412,23645,36681,Absence
Ford,Hector,2022,135100,101282,26902,116787,26299,75946,Presence
Hyundai,Creta,2019,20001,10630,21427,40478,30117,15714,Absence
Toyota,EtiosLiva,2022,9773,13902,31876,51810,23336,26564,Presence
Bentley,Venue,2023,290142,100720,123452,103883,126869,99566,Absence
Renault,Amaze,2023,42358,151000,59904,152449,111882,119945,Presence
Hyundai,KUV100,2019,3000,11302,31043,30650,26527,30777,Absence
Mahindra,NaAbsence,2020,7206,10376,141616,89380,26027,80778,Presence
Hyundai,Triber,2021,3000,11872,18895,42551,19651,16610,Presence
Mahindra,NaAbsence,2015,14320,12161,24205,22141,40372,30568,Presence
Volkswagen,Golf,2020,26179,8826,24981,49648,31396,46514,Absence
Renault,Carnival,2013,31434,96853,45051,140218,158615,107993,Presence
MarutiSuzuki,Ertiga,2014,3000,12202,21651,44620,19827,31385,Presence
Hyundai,EcoSport,2016,15256,95222,57111,161523,14407,97997,Presence
Mahindra,Hexa,2019,26526,12317,18062,15160,24836,14763,Absence
Maruti,Amaze,2018,97832,151000,143406,160036,181355,95175,Presence
Tesla,Carnival,2012,233961,151000,26187,132619,158653,104994,Absence
Volkswagen,Polo,2019,3000,11124,30395,53035,12868,18361,Presence
Maruti,Carnival,2020,32329,9759,31557,46151,28557,49616,Absence
Tata,EtiosLiva,2019,3620,28558,17415,26758,25181,10000,Presence
MarutiSuzuki,City,2018,47917,11797,37060,15751,25792,28651,Presence
Hyundai,Creta,2020,34192,11560,21559,134082,17086,73993,Presence
Tata,Carnival,2010,8983,12861,32433,19530,20222,28327,Presence
Maruti,Carnival,2022,11962,13593,16917,35274,34523,15093,Absence
Mahindra,WR-V,2018,8952,9920,51584,49477,27083,24502,Absence
Toyota,Carnival,2020,251799,151000,119819,155498,156034,72942,Presence
Skoda,Carnival,2017,40241,9073,19594,41976,25255,23488,Absence
Hyundai,Ertiga,2011,14807,10235,50171,20864,26039,26293,Absence
Tata,EtiosLiva,2020,19700,11945,36193,38639,20909,39301,Presence
Maruti,EtiosLiva,2019,16761,11779,15393,68365,21529,18015,Absence
Mahindra,Carnival,2021,42246,92390,70516,52596,150207,184046,Presence
Tata,Carnival,2019,15720,28413,35286,50874,29490,31411,Absence
Toyota,Amaze,2023,29778,8008,54393,93462,159354,76344,Presence
Ferrari,KUV100,2020,17169,13052,27258,48711,26386,28406,Presence
Maruti,Hexa,2023,14555,8679,27581,30140,24658,46810,Presence
Kia,Creta,2023,252726,151000,153000,166640,214928,115576,Presence
Maruti,EtiosLiva,2020,34955,10573,21283,51034,25495,33728,Presence
Mahindra,EtiosLiva,2017,18301,10235,24868,31130,28081,14161,Presence
Maruti,Creta,2020,36854,20211,31292,136799,18193,37476,Presence
Maruti,i20Active,2019,12923,12201,22681,23064,24602,27508,Presence
MarutiSuzuki,Creta,2012,44107,104893,59168,147730,148869,64664,Presence
Tata,Creta,2020,12284,10458,30034,94252,27465,109857,Absence
MarutiSuzuki,Harrier,2021,3000,9430,22387,39630,34762,20464,Presence
MarutiSuzuki,Carnival,2021,21467,14929,26221,25579,15393,28867,Absence
Maruti,i20Active,2020,24240,8296,30855,18599,22549,16095,Absence
Hyundai,NaAbsence,2021,3000,101119,153000,177672,127653,113607,Presence
Tata,Amaze,2015,123414,151000,153000,196316,185302,113969,Presence
Tata,EtiosLiva,2020,3000,13535,35301,46602,34566,30161,Presence
Hyundai,Amaze,2015,193321,12748,129040,170975,151124,123391,Presence
Maruti,Triber,2022,20982,9964,34486,23765,21094,29278,Presence
Toyota,NaAbsence,2023,18091,10340,43536,107520,26081,32563,Presence
Hyundai,EtiosLiva,2019,11020,13095,25437,25554,24627,22798,Absence
Maruti,EtiosLiva,2020,16731,11827,25216,55680,31162,21712,Absence
Mahindra,Hector,2021,14231,10393,20830,24630,23667,25681,Presence
Mahindra,Harrier,2018,43824,14001,24524,87436,21805,19275,Presence
MarutiSuzuki,KUV100,2017,29620,11246,29413,57921,32091,33573,Presence
Tata,EcoSport,2017,179451,73386,135556,144221,22375,92066,Presence
Maruti,EtiosLiva,2018,13075,11197,35932,26994,25716,30879,Presence
MarutiSuzuki,Polo,2020,27886,11111,34426,46241,33352,31075,Presence
Mahindra,488GTB,2019,3000,10588,15306,47457,28376,29597,Absence
Honda,Carnival,2015,17953,10254,22950,51961,21605,26943,Absence
Hyundai,Creta,2017,25348,151000,85707,16140,87177,124230,Absence
Honda,i20,2023,171926,10136,101484,101725,163264,103391,Presence
Ford,Creta,2017,230036,151000,27867,175537,186052,58091,Presence
Maruti,i20Active,2019,3000,12164,27291,47804,25677,41222,Absence
BMW,Creta,2022,3000,8528,34432,136872,92696,58979,Absence
Volkswagen,Carnival,2014,15967,27787,62592,119532,30461,86319,Absence
Toyota,i20Active,2019,10694,11852,31574,16338,32985,40916,Presence
Mahindra,NaAbsence,2018,18607,104373,34969,140104,143273,74004,Absence
Hyundai,Ciaz,2023,11037,11974,38904,45931,27157,29358,Absence
Maruti,Carnival,2012,3075,12194,23189,79671,33851,35771,Absence
Maruti,Creta,2019,25679,9346,30412,46319,28591,27770,Presence
Mahindra,A4,2021,13086,10433,11097,21675,28111,15355,Presence
Maruti,Triber,2021,25370,7454,25961,27515,22830,27442,Presence
Mahindra,Carnival,2020,14155,13123,19704,26912,17278,29826,Presence
Maruti,Carnival,2012,225278,12481,50106,93339,29276,21045,Absence
Mahindra,i20Active,2019,14847,29883,27534,54154,23556,20423,Presence
Maruti,i20Active,2022,3000,13790,29483,38414,25808,32208,Absence
Hyundai,EcoSport,2010,27961,10257,30132,121810,26543,23554,Absence
Maruti,EtiosLiva,2021,4018,11285,37696,59396,22604,22464,Presence
Hyundai,Creta,2011,12968,9007,127403,88166,29466,91712,Absence
Volkswagen,EcoSport,2014,11602,7914,34078,49626,29744,42130,Presence
Tata,Harrier,2020,15408,11804,18441,29482,28171,34903,Absence
Honda,CorollaAltis,2020,28881,10650,29038,52090,25709,49114,Presence
Hyundai,WR-V,2018,3000,8571,17993,45426,25453,30443,Absence
Maruti,XUV300,2020,284397,87077,112372,94050,177371,84388,Presence
Maruti,Carnival,2023,209912,10332,124401,84189,191827,97223,Absence
Maruti,A4,2021,18710,11783,22240,23469,25965,23821,Absence
Honda,Carnival,2021,29157,10118,16629,27975,46806,49671,Presence
Hyundai,A4,2019,3000,12653,27448,28488,37951,17263,Absence
Maruti,XUV300,2020,3000,9826,20361,57934,22121,33555,Presence
MarutiSuzuki,KUV100NXT,2013,23696,10272,26136,80682,22358,24504,Absence
Mahindra,KUV100,2015,26782,9877,13748,57918,28858,22944,Absence
Maruti,i20Active,2020,3000,9481,23805,24242,20213,32492,Presence
MG,Carnival,2011,44543,12211,29798,27483,138734,80780,Absence
Maruti,Polo,2019,40709,9799,32948,50006,26524,32925,Presence
Maruti,Carnival,2015,20722,9986,17336,55816,32089,68424,Presence
Hyundai,Amaze,2020,28378,7864,16165,103014,21398,15730,Presence
Tata,i20Active,2017,29342,20273,29463,30800,23181,22664,Presence
Hyundai,Amaze,2013,213916,140790,67009,95856,172766,82688,Absence
Suzuki,Ciaz,2019,21414,10877,25355,41527,27558,108055,Presence
Maruti,EtiosLiva,2020,10833,11460,31263,25168,29404,10002,Presence
Mahindra,NaAbsence,2018,41207,9922,20050,20929,20605,24381,Absence
Maruti,Carnival,2014,9714,8744,38527,102727,37753,114835,Presence
MarutiSuzuki,XUV300,2020,9184,11491,23544,46724,23574,85999,Absence
Toyota,Endeavour,2020,7412,7642,51411,77111,7450,18553,Presence
Hyundai,Carnival,2023,19986,70561,71744,81548,30370,99956,Absence
Mahindra,Creta,2013,263549,12405,150150,96548,140067,94677,Absence
Ford,KUV100,2016,14652,11263,22409,98751,88502,122287,Presence
Maruti,NaAbsence,2021,132187,151000,132244,174216,139220,90374,Presence
Maruti,KUV100NXT,2019,3000,10642,30618,32459,30043,25838,Presence
Tata,EtiosLiva,2019,23242,12261,25128,26047,19483,10189,Presence
Toyota,Sonnet,2012,25277,11759,17150,52031,14867,18601,Presence
Toyota,NaAbsence,2020,184145,101581,108426,94184,150055,104120,Presence
Mahindra,NaAbsence,2019,3198,10581,24431,46104,27692,46848,Absence
Maruti,NaAbsence,2023,37799,18339,23220,49540,31434,26518,Absence
Maruti,WR-V,2019,3000,12317,27344,26950,28493,33860,Absence
Honda,Harrier,2022,120865,151000,139344,134819,142575,87494,Presence
Tata,i20Active,2019,7140,12730,24243,22058,18015,11372,Presence
Hyundai,Creta,2017,213512,151000,143433,169669,161486,76262,Absence
Tata,Hector,2019,18571,9336,15752,44947,20535,65913,Presence
Hyundai,i20Active,2018,32043,11830,56142,64656,52213,35294,Absence
MarutiSuzuki,XUV300,2021,240311,95560,37400,85819,182316,93565,Presence
Ford,EtiosLiva,2019,21296,9376,12474,46148,23976,18014,Presence
Toyota,Amaze,2023,131903,110613,152735,159173,162457,117929,Presence
Maruti,Polo,2021,15439,11341,12221,59366,24436,21064,Presence
Nissan,Carnival,2018,9326,12434,16417,24660,25404,23656,Presence
Suzuki,Amaze,2023,142741,151000,132389,185669,161607,110166,Presence
Maruti,Amaze,2017,210553,8816,131741,23901,67192,218080,Absence
Mahindra,Harrier,2023,14507,10775,55257,28747,16672,30008,Absence
Hyundai,Carnival,2012,228741,145288,115864,80213,91201,89578,Absence
Hyundai,Creta,2023,36188,10630,21094,51138,16596,31355,Absence
Maruti,i20Active,2020,14992,11579,15137,25894,20166,24276,Presence
Tata,Hexa,2020,18579,8823,18326,18247,25453,11120,Absence
Renault,Creta,2018,6355,6870,18625,24659,4202,11255,Presence
Tata,Carnival,2018,22755,9857,30738,24711,28673,22377,Presence
Mahindra,Creta,2016,24154,151000,48828,167694,143164,65745,Presence
Hyundai,EtiosLiva,2019,3000,11957,32448,45630,22338,13903,Absence
Nissan,Creta,2023,29896,9912,31604,147953,214219,87304,Presence
Tata,Carnival,2023,21758,21704,19636,22521,20154,20918,Presence
Tata,Carnival,2020,3000,10423,30665,46903,17673,26081,Presence
MarutiSuzuki,Indica,2020,14600,18233,29638,13458,14369,201493,Presence
Ford,Alto,2016,3000,9674,89269,54237,25447,50616,Presence
Hyundai,Carnival,2021,19956,11178,71375,72717,17249,29444,Presence
Hyundai,EcoSport,2019,190221,10734,41099,115356,75690,87786,Absence
Ford,Carnival,2012,3000,9289,34132,51597,19292,16574,Absence
Tata,Creta,2023,5522,90653,26008,44444,17210,72751,Presence
Ford,NaAbsence,2023,22807,13371,27311,59316,24558,30881,Presence
Mahindra,488GTB,2017,16223,10190,41708,53363,34050,32925,Absence
Ford,Carnival,2014,23414,10102,48566,55010,24076,16019,Presence
Maruti,EtiosLiva,2018,3000,13359,35063,31060,31085,14212,Presence
Maruti,NaAbsence,2016,17214,17085,26332,45059,19700,23882,Presence
Hyundai,Compass,2020,25156,9865,30608,18777,63264,39907,Absence
Hyundai,Hexa,2020,44479,10111,35971,37532,28675,26846,Absence
MarutiSuzuki,Carnival,2018,45221,10256,35155,112838,59534,40134,Absence
Hyundai,Carnival,2019,22954,11509,13876,16028,33046,30749,Absence
Ford,Amaze,2023,59472,151000,153000,198094,171176,94568,Presence
Hyundai,Creta,2016,25810,103882,59278,98569,165014,80935,Absence
Ford,Creta,2018,3037,12042,20011,16205,26356,45098,Presence
Mahindra,EcoSport,2021,25611,13520,22306,25958,21998,41221,Presence
Ford,EtiosLiva,2019,3000,12871,13500,44486,29019,21310,Presence
Tata,Yaris,2019,4732,8022,30840,17612,19230,27447,Presence
Honda,Carnival,2022,3000,11488,31257,11561,92247,79197,Presence
Maruti,Carnival,2016,17478,80994,61664,54739,23882,21044,Absence
MarutiSuzuki,i20,2019,27294,8835,118788,87963,136485,60981,Absence
Mahindra,Carnival,2021,25433,10130,25028,105355,20559,100586,Presence
Toyota,Creta,2021,242078,151000,153000,54546,85561,97777,Absence
Mahindra,A4,2019,14032,13071,28501,21029,29279,39617,Absence
Tata,i20Active,2019,3000,11390,29374,47009,32800,40191,Presence
Maruti,KUV100,2020,11854,7096,25412,25373,24064,19512,Presence
Hyundai,Amaze,2011,120399,105154,153000,159663,176773,52819,Absence
Mahindra,NaAbsence,2021,10311,11322,20776,26583,26603,47569,Absence
Maruti,Carnival,2020,6031,8394,45904,36253,33852,15507,Presence
Hyundai,i20Active,2019,26272,10171,24693,24047,21086,11249,Absence
Honda,Creta,2013,224977,151000,116284,200000,162684,89092,Presence
Hyundai,KUV100,2021,3000,13028,24143,33743,22669,22746,Absence
Toyota,A4,2023,25660,17977,48617,101221,34153,28588,Presence
Tata,Seltos,2018,3000,13005,31096,76431,26850,90827,Presence
Volkswagen,EcoSport,2019,119234,151000,123961,104813,159492,92275,Presence
Ford,Creta,2022,37150,13379,32608,92504,30652,79856,Presence
Mahindra,i20Active,2019,17902,13914,25278,40634,32423,25468,Absence
MarutiSuzuki,Carnival,2020,46893,11904,69554,23608,25199,119955,Absence
Honda,Carnival,2020,3000,11428,35617,40763,25080,25980,Presence
Mahindra,Sonnet,2023,13010,13197,23234,20375,133669,105631,Presence
Tata,Creta,2019,90658,84924,153000,138856,163785,90466,Presence
Volkswagen,Hector,2015,22639,7781,28312,147268,23452,95151,Presence
Maruti,i20,2013,32892,151000,19456,22050,18952,15813,Absence
Tata,NaAbsence,2023,3000,9428,133221,109126,19942,97938,Presence
Nissan,Creta,2022,48528,137213,72801,98610,21873,91382,Absence
Maruti,XcentPrime,2021,26283,10970,22856,49841,32242,45378,Absence
Rolls-Royce,Amaze,2023,9640,11661,29049,87613,15880,95767,Presence
Maruti,i20,2011,33009,10669,21109,28357,18530,66283,Absence
MG,NaAbsence,2022,19943,9114,31349,48476,23856,27987,Absence
Mahindra,Venue,2012,266860,78330,153000,194284,142164,82752,Absence
Mahindra,Carnival,2022,137192,151000,153000,152045,159629,127581,Presence
Mahindra,NaAbsence,2016,19238,99535,54140,129482,103946,94243,Absence
Maruti,Venue,2018,52558,10320,118900,128438,141564,64977,Presence
Tata,Creta,2011,16753,11393,41452,53434,21083,36607,Presence
Ford,Creta,2012,5299,11409,32908,92841,39541,107893,Presence
MarutiSuzuki,EtiosLiva,2021,3000,8596,29159,13816,28849,22088,Absence
Tesla,Aspire,2013,110079,144782,153000,145489,165657,76810,Presence
MarutiSuzuki,i20Active,2017,11008,11251,20182,22488,13641,30823,Presence
Maruti,i20Active,2013,7402,11265,23686,33340,22996,33477,Presence
Lexus,Amaze,2023,29238,10260,105702,72501,76933,61468,Absence
Maruti,NaAbsence,2021,41887,21785,10760,86875,31016,37617,Presence
Hyundai,Carnival,2019,15923,10287,25006,42171,18948,29418,Absence
Maruti,NaAbsence,2017,13174,25838,27929,50561,24402,86495,Absence
Mahindra,i20Active,2020,15265,13844,20726,32760,20702,23052,Presence
Toyota,Carnival,2021,29565,7404,113082,185419,63295,65412,Presence
Mahindra,EtiosLiva,2020,3000,26075,23974,21762,27384,18530,Absence
Ford,Creta,2020,16963,6685,14045,26082,25929,33315,Presence
Tata,i20Active,2017,3000,9908,21079,21966,14590,17726,Presence
Maruti,NaAbsence,2014,31470,151000,150279,164389,106990,90910,Presence
Renault,EcoSport,2019,122647,12654,61642,136192,139059,83885,Presence
Chevrolet,Sonnet,2023,5342,151000,78329,133066,131549,88978,Presence
Toyota,Carnival,2013,8754,11429,24999,25232,12198,40320,Presence
Mahindra,Carnival,2012,5497,13244,24419,36838,20558,38247,Presence
Renault,Polo,2023,22892,10272,26239,30008,20238,24903,Presence
Tesla,Amaze,2014,143631,9732,121562,65159,178961,82436,Presence
Ford,Amaze,2022,17517,12736,29132,21960,58204,108778,Presence
Mahindra,i20Active,2011,43379,10861,66926,28497,20927,19621,Absence
Mercedes-Benz,i20Active,2014,5878,10430,28005,20072,19161,57651,Presence
Ford,Aspire,2023,28011,92042,127339,89891,143354,114931,Presence
Tata,EtiosLiva,2021,12104,13763,24909,58467,23300,10000,Presence
Maruti,Sonnet,2019,6032,11577,32460,23580,23616,33536,Absence
Suzuki,Creta,2019,12405,11576,19964,45347,16662,23685,Presence
MarutiSuzuki,Amaze,2023,15592,79991,46758,68343,23443,30111,Presence
Kia,Amaze,2023,171525,151000,153000,113644,162022,136946,Presence
Hyundai,A4,2019,30457,11201,19617,84851,31400,98898,Absence
MG,EtiosLiva,2020,3000,12409,39442,29343,22900,23274,Absence
Hyundai,488GTB,2021,10162,10785,18147,91667,24546,15811,Absence
Nissan,NaAbsence,2020,21606,9156,38219,140668,26778,89341,Presence
Hyundai,Golf,2020,16185,8638,64865,87550,26661,45927,Absence
Renault,Venue,2015,274832,151000,153000,189189,159834,111887,Presence
Honda,Carnival,2020,5160,12685,26759,28349,28388,47647,Presence
Maruti,EtiosLiva,2020,14370,13762,25488,41685,26252,26204,Presence
Toyota,Creta,2023,18787,12442,29504,59108,5835,67633,Presence
Maruti,i20Active,2021,3000,10338,72254,40702,28164,36821,Presence
MarutiSuzuki,WR-V,2023,18281,9437,27246,45270,31512,99959,Presence
Renault,Carnival,2012,10698,9944,23252,20779,11557,18420,Presence
Maruti,Endeavour,2020,22119,14546,26157,48568,29224,40186,Presence
,Creta,2020,22922,9501,22938,84071,30264,34671,Presence
Tata,Carnival,2016,128038,151000,125320,165245,10203,84376,Presence
BMW,Creta,2016,3000,92135,82157,135473,100606,81459,Presence
MG,Hector,2013,249970,12816,131206,170557,145796,91023,Presence
Maruti,Harrier,2020,36117,10329,21512,48538,26936,24899,Presence
Tata,Creta,2017,40803,7033,31054,87686,20880,97553,Presence
Honda,Creta,2012,36131,7439,77178,116938,26151,31962,Presence
Tata,Carnival,2018,3000,10236,31086,18093,24032,16452,Presence
Mahindra,WR-V,2010,27231,10662,25662,121167,26969,93817,Absence
Maruti,Carnival,2019,101590,6017,53086,108071,126096,97428,Absence
Hyundai,Polo,2019,10366,10269,26027,24240,18667,29308,Presence
,Amaze,2015,278435,149660,153000,109988,100075,60969,Absence
Maruti,City,2020,3000,11718,32072,20335,157920,70885,Presence
Maruti,i20Active,2021,19868,12175,30351,27130,18607,56410,Absence
MarutiSuzuki,3Series,2019,49777,10394,8757,28064,21424,70006,Presence
Maruti,Venue,2015,35135,11361,50292,97013,134726,113458,Absence
MarutiSuzuki,Terrano,2023,16596,96207,36378,129616,93286,128178,Presence
Tata,KUV100NXT,2019,3000,11884,25717,17937,18853,18993,Presence
Tata,Creta,2018,12697,9795,29568,59841,30918,20500,Presence
Ford,Carnival,2020,24963,8966,142235,121830,169804,82442,Presence
Tata,Aspire,2019,3000,9146,138317,117608,165445,80347,Presence
MarutiSuzuki,EtiosLiva,2021,22628,8281,50305,52867,23705,17311,Presence
Hyundai,KUV100,2018,13357,10267,70345,18328,21000,118353,Absence
Renault,EtiosLiva,2016,33180,9639,23989,54644,20152,13400,Absence
Mahindra,EtiosLiva,2020,41794,8131,20338,30797,23841,12292,Absence
Mahindra,A4,2015,18128,10509,19277,23542,28572,29015,Presence
Hyundai,EcoSport,2017,126480,151000,60000,95938,155636,96260,Presence
Ford,Amaze,2023,178699,151000,139287,179557,143051,89733,Presence
Hyundai,Carnival,2020,9306,12072,19631,47078,24447,38216,Presence
Ford,Creta,2017,170757,12532,74910,141746,35805,102162,Presence
Mahindra,WR-V,2020,137660,85286,59198,88865,146456,22781,Presence
Kia,Venue,2023,151513,114048,153000,105173,182112,66487,Presence
Mahindra,i20Active,2023,7168,13680,23110,107233,25923,38584,Presence
Suzuki,Amaze,2023,236786,151000,153000,151914,167129,210315,Absence
Ford,Carnival,2020,31914,9352,64249,26882,18413,103353,Presence
Honda,Amaze,2023,212507,151000,95679,150242,183507,106052,Absence
Hyundai,XUV300,2020,32890,12775,143254,23354,74613,79645,Absence
Maruti,NaAbsence,2019,68062,93989,48127,114898,57920,105540,Absence
Hyundai,Polo,2019,3000,10233,30338,25290,21985,10695,Presence
Mahindra,NaAbsence,2011,13650,24267,42793,23296,23597,93588,Absence
Maruti,Polo,2016,21618,9363,24142,36240,21731,17333,Absence
Honda,Amaze,2023,171604,97917,149270,163744,133794,92062,Presence
Maruti,EtiosLiva,2021,5355,12507,28880,55130,30042,25608,Presence
Toyota,Carnival,2014,37060,12029,122594,157063,48072,86902,Presence
Maruti,Carnival,2020,24238,9272,41125,54413,49674,37756,Absence
Ford,i20Active,2019,3000,11091,30523,51027,18353,10000,Presence
Kia,WR-V,2012,5119,8909,115629,85672,20629,105224,Absence
Hyundai,Polo,2021,16609,14569,32209,22841,24049,22336,Presence
MarutiSuzuki,EtiosLiva,2019,3000,12780,34018,36587,37038,30692,Absence
Maruti,Harrier,2020,27989,8196,26937,15987,21522,10000,Absence
Mahindra,EtiosLiva,2020,18866,12459,17454,24358,35903,24194,Presence
Hyundai,Carnival,2014,5622,9165,22963,43361,15095,24364,Absence
Toyota,Golf,2021,7753,13998,31084,52927,25021,26340,Presence
Honda,Creta,2019,27836,9223,21789,41669,20079,21410,Presence
Renault,XyloD2MAXX,2022,17961,12669,33309,110424,34604,26828,Presence
Hyundai,EtiosLiva,2016,44065,10448,25712,23012,25047,27518,Absence
Toyota,Venue,2011,171233,11453,74560,124974,25994,123879,Presence
Mahindra,Creta,2016,166457,9338,29775,149105,30205,79722,Absence
Lexus,KUV100,2012,25876,29895,137739,118600,169301,54198,Presence
Hyundai,Hector,2020,120060,9469,37127,171976,146601,28288,Absence
Skoda,EtiosLiva,2021,3000,28062,25128,29762,18409,18276,Presence
Maruti,Ciaz,2020,20378,7950,60516,48509,27620,24286,Absence
Honda,WR-V,2018,22018,11948,30489,173230,31284,105116,Presence
Toyota,Hector,2019,10562,7666,64549,55594,28773,101056,Absence
Mahindra,i20Active,2016,34972,11926,20115,51981,27237,106845,Absence
Tata,EtiosLiva,2019,3000,12790,24505,24151,24577,12136,Presence
Ford,Carnival,2015,3000,24486,25507,20336,18870,31606,Presence
BMW,Amaze,2022,82312,151000,84557,145613,137975,115281,Absence
Honda,Amaze,2023,331869,151000,46350,155861,157782,80643,Presence
Maruti,XUV300,2023,142909,108920,75494,99392,148400,75733,Presence
Mahindra,Rapid,2021,35036,13968,57672,28750,21261,10772,Presence
Hyundai,Carnival,2022,214110,137763,70900,103630,114361,91658,Presence
Mahindra,NaAbsence,2022,26410,11464,22841,41957,31154,34901,Absence
Tata,KUV100,2019,3000,14189,23372,29290,21104,20871,Presence
Ferrari,Polo,2022,35787,8368,33104,43408,24024,21407,Presence
Maruti,Carnival,2011,52222,11347,103670,111437,119972,100706,Presence
Maruti,i20Active,2020,33216,7996,34449,20397,31452,36555,Presence
Maruti,EtiosLiva,2021,9534,9495,8626,40216,26152,17919,Absence
Maruti,Venue,2011,163265,151000,153000,127053,151977,54526,Absence
Audi,NaAbsence,2017,113154,82055,140089,153772,179679,79312,Presence
Honda,Harrier,2017,10287,10546,30629,126140,132861,23149,Presence
Hyundai,Creta,2022,16410,12901,29739,50438,20881,54696,Absence
Volkswagen,Carnival,2019,3000,8276,18074,29660,21561,27233,Absence
Hyundai,Creta,2019,31932,125508,28144,86007,29619,99354,Presence
Honda,Aspire,2011,157315,141249,119182,100581,86809,101006,Presence
MarutiSuzuki,Aspire,2023,17543,10063,26352,22512,31807,24439,Absence
Volkswagen,Carnival,2016,44961,11658,19624,171833,30176,31597,Presence
Hyundai,EtiosLiva,2021,3000,11558,32381,46872,17797,12969,Absence
Porsche,VitaraBrezza,2021,22579,89847,92328,149100,124354,84881,Absence
Maruti,Polo,2020,32486,12678,38082,21349,20077,40664,Presence
Lamborghini,NaAbsence,2015,32564,11123,34372,142178,126420,91554,Presence
Hyundai,XUV300,2015,28880,151000,68986,145100,43382,79148,Absence
Volkswagen,Carnival,2020,18363,10041,33232,37570,22814,22163,Presence
Fiat,A4,2019,44684,8075,26514,41040,24342,21456,Absence
MG,Hexa,2023,36081,8200,28213,96427,25720,11060,Presence
Hyundai,Carnival,2022,23173,10284,26608,49618,22737,23360,Presence
Mahindra,Venue,2014,4777,12229,32140,29958,63460,32938,Presence
Maruti,Creta,2015,14203,8679,46314,162589,125497,65977,Presence
Mahindra,Amaze,2013,234744,144257,132576,122135,157426,109695,Presence
Hyundai,Creta,2022,36109,123134,71689,29051,21181,105739,Presence
Hyundai,Venue,2021,56595,12180,141159,152437,161227,107900,Presence
Maruti,Polo,2021,21715,9974,21009,29556,35036,38744,Presence
MarutiSuzuki,City,2018,16071,10263,34433,34834,24670,26514,Presence
Ford,Amaze,2023,181718,11702,130702,138869,33954,68139,Presence
Maruti,NaAbsence,2021,5144,6804,25417,48156,25474,20245,Presence
Tata,Ghibli,2020,3000,9134,17071,28633,22141,13034,Presence
Maruti,EtiosLiva,2019,3000,8722,27421,33501,26390,42784,Absence
Tata,Amaze,2019,19364,12497,51209,80506,17480,23229,Presence
Honda,Creta,2012,249409,134154,149554,136392,145587,50373,Absence
Hyundai,i20Active,2019,19292,10748,25764,23398,28633,20797,Absence
Honda,Amaze,2015,70215,12652,38564,129238,66537,82664,Presence
Tesla,Venue,2018,14782,10214,32885,25996,20253,26073,Presence
Maruti,Carnival,2015,34034,8875,34327,151103,32569,14280,Presence
Maruti,KUV100,2020,6157,12514,21059,46683,29519,34877,Presence
Hyundai,Venue,2011,144689,148152,82823,88144,161202,74553,Absence
Hyundai,Amaze,2017,173656,151000,60739,94723,180033,124850,Absence
MarutiSuzuki,EtiosLiva,2020,25574,12058,18671,58245,25991,18919,Absence
Toyota,Creta,2022,31583,10862,37098,163273,152710,122090,Presence
MarutiSuzuki,EtiosLiva,2019,12584,7324,13394,61271,17706,23166,Presence
Hyundai,Amaze,2023,162052,148911,153000,107120,157389,98464,Absence
Ford,i20Active,2021,3000,11857,13881,18827,23115,17263,Presence
Honda,Endeavour,2020,8449,12410,25774,54042,20748,26698,Presence
Renault,i20Active,2021,3000,12465,30679,29681,31131,11791,Presence
Skoda,Carnival,2023,17932,12269,61857,85982,182958,18998,Presence
Hyundai,Triber,2022,40701,10634,24161,126028,16633,12203,Absence
Maruti,i20Active,2021,35783,10742,32037,46340,27695,41736,Absence
Tata,Amaze,2023,12673,17776,40978,104036,21264,71618,Presence
Renault,Carnival,2022,26831,8248,63166,48842,27482,53972,Presence
MarutiSuzuki,Golf,2021,15170,12170,41436,56598,23629,14683,Presence
Honda,EtiosLiva,2021,33253,11011,22843,28349,20825,23311,Absence
Hyundai,Carnival,2020,3000,6263,18018,13245,10939,37291,Absence
MarutiSuzuki,Polo,2020,19798,10119,15941,24798,20847,16997,Absence
Mahindra,Carnival,2014,3000,10676,34219,32348,18021,37954,Absence
